% Occupied,% Reported,% Extremely Low Income,% Female Head,% in poverty (Census tract),% minority (Census tract),% Very Low Income,% with disability among Head Spouse Co-head aged 61 years or less,% with disability among Head Spouse Co-head aged 62 years or older,0-1 BedroomUnits,Active Subsidies,City,CountyID,Earliest Start Date,FHA Loan Sub Program Units,FHA Loan Units,FairMarketRent 2BR,GEOID (census dataset 201910121110.csv),GEOID (hud dataset 201910121111.csv),GEOID (nhpd dataset 201910121111.csv),Geoid,HOME Grants,HUD Property ID,Household income per year,Latitude,Longitude,Low Income Housing Tax Credit sub-program,Low Income Housing Tax Credit,Median Income HH,NHPD Property ID,Number of Records,Occupancy Rate,Owner Type,Percent of ELI Households,Property Address,Property Name,Property Status,Rent Burdened H Hs,Rural Rental Housing,Section 8 Housing Units,StateID,State,Subsidized units available,Supportive Housing Elderly,Target Tenant Type,Three Plus Bedroom Units,Total Units,Total Low Income H Hs,TractID,TractName,Two Bedroom Units,Zip
82,95,76,49,38,73,96,44,35,62,1,Atlanta,121,1/1/98,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,23,26032,1038447,1,,For Profit,,32 Peachtree St NW,WILLIAM OLIVER BUILDING,Active,1623,,,13,GA,778,,,,114,1186,11900,Census Tract 119,52,30303-2317
82,95,76,49,38,73,96,44,35,4,1,Atlanta,121,1/1/98,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,6,26032,1038419,1,,For Profit,,75 John Wesley Dobbs Ave NE,FREEMAN FORD LOFTS,Active,1623,,,13,GA,778,,,,27,1186,11900,Census Tract 119,23,30303-2443
82,95,76,49,38,73,96,44,35,9,1,Atlanta,121,1/1/98,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,3,26032,1038417,1,,For Profit,,87 Poplar St NW,FAIRLIE POPLAR APARTMENTS,Active,1623,,,13,GA,778,,,4,15,1186,11900,Census Tract 119,2,30303-2122
82,95,76,49,38,73,96,44,35,,1,ATLANTA,121,1/1/95,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,24,26032,1038476,1,,,,2825 BELVEDERE LN,BELVEDERE POINTE,Active,1623,,,13,GA,778,,,,24,1186,11900,Census Tract 119,,
82,95,76,49,38,73,96,44,35,,1,Atlanta,121,1/1/94,,,1290,13121011900,13121011900,13121011900,13121011900,,,13780,33.7538839,-84.3825135,,46,26032,1038553,1,,Non-Profit,,187 Edgewood Ave SE,EDGEWOOD CENTER,Active,1623,,,13,GA,778,,,,46,1186,11900,Census Tract 119,,30303-3000
82,95,76,49,38,73,96,44,35,,3,Atlanta,121,1/1/93,,,1290,13121011900,13121011900,13121011900,13121011900,76,,13780,33.7538839,-84.3825135,76,76,26032,1038243,1,,Non-Profit,,16 Wm Holmes Borders Dr SE,O'HERN HOUSE - PROJECT PEOPLES PLACE,Active,1623,,,13,GA,778,,,,76,1186,11900,Census Tract 119,,30312-1726
82,95,76,49,38,73,96,44,35,136,1,Atlanta,121,11/1/71,,,1290,13121011900,13121011900,13121011900,13121011900,,800004907,13780,33.7538839,-84.3825135,,,26032,1038055,1,99,Non-Profit,69,218 Trinity Ave SW,PHILIPS TOWERS DECATUR INC,Active,1623,,136,13,GA,778,,Elderly,,225,1186,11900,Census Tract 119,,30303
86,97,77,67,38,95,95,32,32,,2,Atlanta,121,6/2/16,,,980,13121012000,13121012000,13121012000,13121012000,1,,13354,33.7361403,-84.392823,,,28902,1127392,1,,,,924 Washington St SW,,Active,974,,,13,GA,561,,,,10,771,12000,Census Tract 120,,30315-1602
86,97,77,67,38,95,95,32,32,,1,Atlanta,121,1/1/92,,,980,13121012000,13121012000,13121012000,13121012000,,,13354,33.7361403,-84.392823,,210,28902,1038233,1,,Non-Profit,,234 Memorial Dr SW,WELCOME HOUSE SRO,Active,974,,,13,GA,561,,,,209,771,12000,Census Tract 120,,30303-3725
86,97,77,67,38,95,95,32,32,,1,Atlanta,121,1/1/99,,,980,13121012000,13121012000,13121012000,13121012000,,,13354,33.7361403,-84.392823,,94,28902,1038607,1,,For Profit,,875 Hank Aaron Dr SW,SQUARE AT PEOPLESTOWN,Active,974,,,13,GA,561,,,,94,771,12000,Census Tract 120,,30315-1522
86,97,77,67,38,95,95,32,32,,1,Atlanta,121,1/1/97,,,980,13121012000,13121012000,13121012000,13121012000,,,13354,33.7361403,-84.392823,,54,28902,1038399,1,,For Profit,,582 Cooper St SW,ROSA BURNEY MANOR,Active,974,,,13,GA,561,,,,54,771,12000,Census Tract 120,,30312-2652
86,97,77,67,38,95,95,32,32,,1,Atlanta,121,1/1/91,,,980,13121012000,13121012000,13121012000,13121012000,,,13354,33.7361403,-84.392823,,10,28902,1038190,1,,For Profit,,876 Washington St SW,PATTERSON HEIGHTS,Active,974,,,13,GA,561,,,,10,771,12000,Census Tract 120,,30315-1521
86,97,77,67,38,95,95,32,32,,1,Atlanta,121,1/1/91,,,980,13121012000,13121012000,13121012000,13121012000,,,13354,33.7361403,-84.392823,,10,28902,1038198,1,,For Profit,,954 Washington St SW,WASHINGTON HEIGHTS,Active,974,,,13,GA,561,,,,10,771,12000,Census Tract 120,,30315-1618
86,97,77,67,38,95,95,32,32,46,3,Atlanta,121,4/1/81,48,48,980,13121012000,13121012000,13121012000,13121012000,,800004660,13354,33.7361403,-84.392823,,,28902,1037918,1,93,Profit Motivated,91,811 Hank Aaron Dr SW,CAPITOL AVENUE SCHOOL,Active,974,,48,13,GA,561,,Elderly,0,48,771,12000,Census Tract 120,2,30315-1549
86,97,77,67,38,95,95,32,32,39,3,Atlanta,121,3/1/84,39,39,980,13121012000,13121012000,13121012000,13121012000,,800004661,13354,33.7361403,-84.392823,,,28902,1037910,1,99,Profit Motivated,90,830 Crew St SW,CAPITOL TOWERS,Active,974,,39,13,GA,561,,Elderly,0,39,771,12000,Census Tract 120,0,30315-1560
86,97,77,67,38,95,95,32,32,97,2,Atlanta,121,1/1/76,,,980,13121012000,13121012000,13121012000,13121012000,,800004782,13354,33.7361403,-84.392823,,180,28902,1038574,1,,Multiple,,259 Richardson St SW,CITY VIEW AT ROSA BURNEY PARK,Active,974,,154,13,GA,561,,Family,50,180,771,12000,Census Tract 120,7,30312-2639
92,100,84,74,19,67,98,40,86,,1,College Park,121,5/20/11,,,940,13121012300,13121012300,13121012300,13121012300,1,,11246,33.6613178,-84.4395348,,,48155,1039280,1,,,,1774 Hawthorne Ave,FULTON 1997 & 1998 TAPESTRY,Active,487,,,13,GA,21,,,,1,417,12300,Census Tract 123,,30337
92,100,84,74,19,67,98,40,86,23,1,College Park,121,1/1/05,,,940,13121012300,13121012300,13121012300,13121012300,,,11246,33.6613178,-84.4395348,,68,48155,1038689,1,,For Profit,,3633 Howard Dr,PRINCETON COURT SENIOR RES,Active,487,,,13,GA,21,,,,116,417,12300,Census Tract 123,93,30337-2939
81,95,63,57,50,0,93,21,22,0,2,Atlanta,121,1/1/14,,,949,13121003700,13121003700,13121003700,13121003700,,,14977,33.7489883,-84.4101331,60,,22679,1102154,1,,,,134 John Hope Dr SW,Oasis at Scholars Landing,Active,124,,,13,GA,224,,Senior,0,60,110,3700,Census Tract 37,0,30314-4232
81,95,63,57,50,0,93,21,22,90,2,Atlanta,121,1/1/13,,100,949,13121003700,13121003700,13121003700,13121003700,,800233764,14977,33.7489883,-84.4101331,,100,22679,1038534,1,,,,130 Lawshe St SW,VERANDA AT SCHOLARS LANDING,Active,124,,,13,GA,224,,Family,0,100,110,3700,Census Tract 37,10,30314-4209
